file,nbv,nbc,ck_command,ck_status,ck_mem,ck_time,ck_d4_command,ck_d4_status,ck_d4_mem,ck_d4_time,ck_s_command,ck_s_status,ck_s_mem,ck_s_time,ck_umc,d4d_command,d4d_status,d4d_mem,d4d_time,d4d_s_command,d4d_s_status,d4d_s_mem,d4d_s_time,d4d_umc
cnf/soos/90-15-8-q.cnf.gz.no_w.cnf,1065,1680,,/d4/d4 -dDNNF /tmp/cnf/soos/90-15-8-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/90-15-8-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0150143,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/90-15-8-q.cnf.gz.no_w.cnf, err, 8695, 0.199892,,/d4/d4 -dDNNF /tmp/cnf/soos/90-15-8-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/90-15-8-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 584851, 0.0755534,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/90-15-8-q.cnf.gz.no_w.cnf, done, 807174, 0.0521707,7331559403129590068331208687020758653624765228075687047537011123791632385370343464792392772051104864109916034360063928339045596353810784435313926666640532382851295822842678298180301122938618566718730242107326783353838221723324821405531849499257419595776
cnf/plazar/Blasted_Real/blasted_case213.cnf,648,1891,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case213.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case213.cnf.unnf, done, 7729, 0.0144879,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case213.cnf, err, 8695, 0.308015,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case213.cnf.smp -out=/tmp/cnf/plazar/Blasted_Real/blasted_case213.cnf.unnf -max-depth=19, done, 585420, 0.130445,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case213.cnf, timeout, 538800, 18000,27179042230924600871750108096356310877227487307594276368643659912976
cnf/lagniez/Planning/pddlXpSym/emptyroom_d8_g4_p_t10.cnf,776,2582,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d8_g4_p_t10.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d8_g4_p_t10.cnf.unnf, done, 7729, 0.0146682,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d8_g4_p_t10.cnf, err, 8695, 0.315254,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d8_g4_p_t10.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d8_g4_p_t10.cnf.unnf -max-depth=19, done, 585879, 1.66266,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d8_g4_p_t10.cnf, timeout, 545288, 18000,4745351914614486440563617962890976248755086213602053877652154526
cnf/soos/NotificationServiceImpl2.sk_10_36.cnf.gz.no_w.cnf,3540,13425,,/d4/d4 -dDNNF /tmp/cnf/soos/NotificationServiceImpl2.sk_10_36.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/NotificationServiceImpl2.sk_10_36.cnf.gz.no_w.cnf.unnf, done, 7729, 0.013896,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/NotificationServiceImpl2.sk_10_36.cnf.gz.no_w.cnf, err, 8695, 0.309533,,/d4/d4 -dDNNF /tmp/cnf/soos/NotificationServiceImpl2.sk_10_36.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/NotificationServiceImpl2.sk_10_36.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 592089, 1.96267,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/NotificationServiceImpl2.sk_10_36.cnf.gz.no_w.cnf, timeout, 549265, 18000,696324558365200470578117160410977817982564467739028794817829733047412446118953236722052050463951515417884348131264932122066300945993589440899879887739153541224709630346787162171554347972421200123887169915676472346581965122761908486713234818080025403106280192867747000170459385305111327382888783562735897329384549404067884855081347535798795910413205487390502343525637787321572132478010101629162483903659810468932949803556133142528
cnf/sundermann/systems_software/cma230/Knüppel2017.cnf,1225,2464,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf.up -out=/tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf.unnf, done, 7729, 0.0152399,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf, err, 8695, 0.198601,,/d4/d4 -dDNNF /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf.smp -out=/tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf.unnf -max-depth=19, done, 591679, 3.16334,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/sundermann/systems_software/cma230/Knüppel2017.cnf, timeout, 558813, 18000,1138353610558590814917894222573238676279466140674951803692671277977744559344813193616694024726821751158121890273370300921887678129027089399368985234318223173906892809574133383341424360
cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf,460,720,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf.unnf, done, 7729, 0.0142392,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf, err, 8695, 0.225169,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf.unnf -max-depth=19, done, 589897, 1.35016,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_50/50-10-1-q.cnf, timeout, 583962, 18000,35956937033731963748556576229738246908855408539507583111125028594083250198464417562165946142309772238427471396995072
cnf/plazar/Blasted_Real/blasted_case14.cnf,247,649,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case14.cnf.up -out=/tmp/cnf/plazar/Blasted_Real/blasted_case14.cnf.unnf, done, 7729, 0.0127904,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case14.cnf, err, 8695, 0.202931,,/d4/d4 -dDNNF /tmp/cnf/plazar/Blasted_Real/blasted_case14.cnf.smp -out=/tmp/cnf/plazar/Blasted_Real/blasted_case14.cnf.unnf -max-depth=19, done, 580407, 0.0933125,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/plazar/Blasted_Real/blasted_case14.cnf, done, 538443, 0.033077,562949953421312
cnf/soos/75-17-9-q.cnf.gz.no_w.cnf,1377,2176,,/d4/d4 -dDNNF /tmp/cnf/soos/75-17-9-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-17-9-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0150461,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-17-9-q.cnf.gz.no_w.cnf, err, 8695, 0.176111,,/d4/d4 -dDNNF /tmp/cnf/soos/75-17-9-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/75-17-9-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 628858, 9.33698,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-17-9-q.cnf.gz.no_w.cnf, timeout, 589398, 18000,15337263576633372406869614332485674473071253560272553347054664296054314302915908209557458905825934744307442256943087985206264944958153628353651521059716907298893237938780605997478623498648096677460410336327456167240775179683358440329294661459687324138391484419425753998933810884110147911859322730523749332694965185758170975202477705706821595804920298239251618029676141016746622451712
cnf/soos/or-60-5-3.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf.unnf, done, 7729, 0.014949,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf, err, 8695, 0.20955,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 727994, 10.2168,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-5-3.cnf.gz.no_w.cnf, timeout, 814739, 18000,1126369874887013794343406272512
cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t5.cnf,1275,4032,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t5.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t5.cnf.unnf, done, 7729, 0.0117661,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t5.cnf, err, 8695, 0.206713,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t5.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t5.cnf.unnf -max-depth=19, done, 591556, 3.38871,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t5.cnf, timeout, 559124, 18000,4074024448046754772404694196084538588358677746888014062466251553125252753825411952354389904238444488500777821067625994246946816
cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t3.cnf,795,2424,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t3.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t3.cnf.unnf, done, 7729, 0.0149354,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t3.cnf, err, 8695, 0.227714,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t3.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t3.cnf.unnf -max-depth=19, done, 588165, 0.566514,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/comm_p02_p_t3.cnf, timeout, 545521, 18000,6719409612773153309462960714442664391691891328386866422410021553488003072
cnf/soos/or-60-5-10-UC-40.cnf.gz.no_w.cnf,120,300,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-5-10-UC-40.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/or-60-5-10-UC-40.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0139627,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-5-10-UC-40.cnf.gz.no_w.cnf, err, 8695, 0.237291,,/d4/d4 -dDNNF /tmp/cnf/soos/or-60-5-10-UC-40.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/or-60-5-10-UC-40.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 583913, 0.0351977,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/or-60-5-10-UC-40.cnf.gz.no_w.cnf, done, 537341, 0.0235443,24576
cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf,4380,6960,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf.up -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf.unnf, done, 7729, 0.0149783,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf, err, 8695, 0.215207,,/d4/d4 -dDNNF /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf.smp -out=/tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf.unnf -max-depth=19, done, 680185, 31.7303,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/BayesianNetwork/Ratio_90/90-30-1-q.cnf, timeout, 860438, 18000,906866876810577241305763460420598384258606872349967052402643022950031028446281884346119845374924777679778927445050469938981355080397511170814111356108630404990648129197020508764737545895516004900910628188776132515094669496991338528904765154809041902139110993783740736808478404677027010253835280732731994051546211879508952636886040685377395811957171490987908350694572235654042362744096264218316329387549042682426023686011369989518276526106389965613536056923313955750119674258391451703561369051875067494256896263545343554557720619990322310655827635114486227240570523683520058614742080436597557086115198691202566878230940931249579338185009223078853755748298098363866208418356196173116649302579415131458925991193195828628333542602330035408479569582195696732114461866976375666148806258817499310147588288573833344186641365083324066446225400283402604310047342764358021388884083917320786861374197599969502354546310443343326010166214839599991083754211943471431139866611741899797967879886997545230540450303048834149907986868231126459880968846063752813809375248520410391001026214096259233608003804369438751070582415657763461623708124099143875752486197300248408478850929807758211041518860370774738621879390568448
cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t7.cnf,1988,6850,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t7.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t7.cnf.unnf, done, 7729, 0.0143899,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t7.cnf, err, 8695, 0.354553,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t7.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t7.cnf.unnf -max-depth=19, done, 731508, 65.1875,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/emptyroom_d28_g14_corners_p_t7.cnf, timeout, 736391, 18000,188501891938534281247176648187540459024755555344417533240353363736106741050378619506770976819892418733645888670761944118894701735910221051337367508612603148047134082675905206616800748915431943940161344377867119956924786727233378337456531991047738113178853034101153704479125956852605694710813669182154007853760927249
cnf/lagniez/Planning/pddlXpSym/sort_num_s_7_p_t4.cnf,2849,12194,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_7_p_t4.cnf.up -out=/tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_7_p_t4.cnf.unnf, done, 7729, 0.0141514,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_7_p_t4.cnf, err, 8695, 0.376733,,/d4/d4 -dDNNF /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_7_p_t4.cnf.smp -out=/tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_7_p_t4.cnf.unnf -max-depth=19, done, 11232518, 1278.02,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/lagniez/Planning/pddlXpSym/sort_num_s_7_p_t4.cnf, timeout, 5314879, 18000,40417131075942605215467108510725582443281998831557817176133856120149454107055473685889970743916959443081292918245764953218128623731774618283127580383224063817337389819329410284809712096828159718169515288700665408100184685893030825754303742471599330419817857765189698494797424627060583784360115279760332533382752231700053036042296294012019331035617218139751492341389146499699022390046560304241044149483755568615133829679274898219145635061025697849915886635667129132305927521145219558816611226502657865289151981576873779598660842385919670939356605756609056571127449916808485659306249273491968011286248987648606248098764262691461422244072947243368153651337324719540385665180783334319709737714933929360783905314633786168309130557652992
cnf/soos/75-19-8-q.cnf.gz.no_w.cnf,1729,2736,,/d4/d4 -dDNNF /tmp/cnf/soos/75-19-8-q.cnf.gz.no_w.cnf.up -out=/tmp/cnf/soos/75-19-8-q.cnf.gz.no_w.cnf.unnf, done, 7729, 0.0149302,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-19-8-q.cnf.gz.no_w.cnf, err, 8695, 0.225738,,/d4/d4 -dDNNF /tmp/cnf/soos/75-19-8-q.cnf.gz.no_w.cnf.smp -out=/tmp/cnf/soos/75-19-8-q.cnf.gz.no_w.cnf.unnf -max-depth=19, done, 956071, 74.7473,/dnf/build/sampler --n 1000 --cnf /tmp/cnf/soos/75-19-8-q.cnf.gz.no_w.cnf, timeout, 964218, 18000,1370709057384538121773539725584159205735384057061591590433167814811644143432559975526613713904079238381893904516593571623939191961782760535976572236692754580165999485073738631745614291135360777464049397347230463183240702283364321307450170412694225540482520714473812760713778668192068997918860944228307489603754732205548066528768334818183303970038340706736412962121373442731287730834632926500905588649902466563724311546467408412534645924313396811003459610277842242665764390159375184888272073170915516682862592
